Cruise,Station,Gear/Tow,Fish #,Family,Species or Lowest Taxon,"ID confirmation (via barcoding, or visually w/ persons initials)",Genetic ID,Flash frozen,Date processed,Photo ID#,SL (mm) (carapace length for decapods),FL (mm),TL (mm),Wt (g),TGW (g),EGW (g),Gut MB,Gut V.ID?,SIA?,Fish Barcoding,Prey_Num,Spp_LowestTaxon,Obs_Length,Magnification,Actual_Length,TotalNumPrey,TotalPrey_gut,Gut MorphID completed by SGG,Swim Bladder,Gonads?,Gon wt (g),Sex,Gonad preservative,Head?,Comments,Comments after Dissection,Gut_comments,Prey_Comments
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,2,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,2,UnknownSoft,NA,NA,NA,NA,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,NA,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,NA,Copepod,NA,NA,NA,2,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,4,Copepod,3.8,2.5,1.44,NA,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,7,Copepod,5.1,2,2.45,NA,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,2,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,5,Appendicularian,2.3,0.8,2.88,na,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,10,Appendicularian,NA,NA,NA,na,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,NA,Hyperiid,NA,NA,NA,1,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,6,Hyperiid,2.2,0.8,2.75,NA,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,NA,Amphipod,NA,NA,NA,1,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,8, Amphipod,NA,NA,NA,NA,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,NA,Crustacean,NA,NA,NA,1,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,9,Crustacean,NA,NA,NA,NA,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",looked like long legged euphausid ?
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,NA,Pteropod,NA,NA,NA,1,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/29/2019,7573-74,60,n/a,77,3.5637,0.199,n/a,N,Y,Y,Y,11,Pteropod,NA,NA,NA,NA,11,06/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,,"gut vial reads ""myctophidae""",Shelled but shell broken into too many pieces to identify
HB1907,2,MWT5,64,Myctophidae,Nannobrachium atrum,Yes - DNA,Nannobrachium atrum,Y,8/29/2019,7575,108,n/a,123,8.638,0.2342,0.1125,Y,N,Y,Y,,,,,,,,,N,Y,0.1712,F,F-W-E,Y,"head badly damaged, could effect otoliths.",,,
HB1907,2,MWT5,65,Myctophidae,Nannobrachium atrum,Yes - visually PEC,,Y,8/29/2019,7576,108,n/a,137,8.7307,0.2791,n/a,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,2,2,06/24/2020,N,Y,0.0445,F,F-W-E,Y,,,"gut broken in half, black, speckled tissue between fingers of pyloric secchi",
HB1907,2,MWT5,65,Myctophidae,Nannobrachium atrum,Yes - visually PEC,,Y,8/29/2019,7576,108,n/a,137,8.7307,0.2791,n/a,N,Y,Y,Y,1,Euphausidacea,6.8,0.8,8.50,NA,2,06/24/2020,N,Y,0.0445,F,F-W-E,Y,,,"gut broken in half, black, speckled tissue between fingers of pyloric secchi",
HB1907,2,MWT5,65,Myctophidae,Nannobrachium atrum,Yes - visually PEC,,Y,8/29/2019,7576,108,n/a,137,8.7307,0.2791,n/a,N,Y,Y,Y,2,Euphausidacea,NA,NA,NA,NA,2,06/24/2020,N,Y,0.0445,F,F-W-E,Y,,,"gut broken in half, black, speckled tissue between fingers of pyloric secchi",
HB1907,2,MWT5,66,Myctophidae,Nannobrachium atrum,Yes - visually PEC,,Y,8/29/2019,7577,117,n/a,136,12.0711,0.3607,n/a,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,3,3,07/19/2020,N,Y,0.1552,F,F-W-E,Y,body near gut is damaged.,changed internal label to match DNA N atrum,gut black,
HB1907,2,MWT5,66,Myctophidae,Nannobrachium atrum,Yes - visually PEC,,Y,8/29/2019,7577,117,n/a,136,12.0711,0.3607,n/a,N,Y,Y,Y,1,Euphausidacea,NA,NA,NA,NA,3,07/19/2020,N,Y,0.1552,F,F-W-E,Y,body near gut is damaged.,changed internal label to match DNA N atrum,gut black,
HB1907,2,MWT5,66,Myctophidae,Nannobrachium atrum,Yes - visually PEC,,Y,8/29/2019,7577,117,n/a,136,12.0711,0.3607,n/a,N,Y,Y,Y,2,Euphausidacea,8.4,0.8,10.5,NA,3,07/19/2020,N,Y,0.1552,F,F-W-E,Y,body near gut is damaged.,changed internal label to match DNA N atrum,gut black,
HB1907,2,MWT5,66,Myctophidae,Nannobrachium atrum,Yes - visually PEC,,Y,8/29/2019,7577,117,n/a,136,12.0711,0.3607,n/a,N,Y,Y,Y,3,Euphausidacea,NA,NA,NA,NA,3,07/19/2020,N,Y,0.1552,F,F-W-E,Y,body near gut is damaged.,changed internal label to match DNA N atrum,gut black,
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,3,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,1,UnknownSoft,NA,NA,NA,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,2,UnknownSoft,NA,NA,NA,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,NA,Euphausidacea,4.9,0.8,6.125,5,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,4,Euphausidacea,NA,NA,NA,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,5,Euphausidacea,NA,NA,NA,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,6,Euphausidacea,NA,NA,NA,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,7,Euphausidacea,7.3,0.8,9.125,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,NA,Cavolinioidea,NA,NA,NA,1,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,8,Cavolinioidea,4.6,0.8,5.75,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,2,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,9,Hyperiidea,3.3,0.8,4.13,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,10,Euphausidacea,NA,NA,NA,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,67,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7578,50,n/a,56,5.3897,0.6488,n/a,N,Y,Y,Y,11,Hyperiidea,NA,NA,NA,NA,11,07/20/2020,?,Y,0.0878,F,F-W-E,Y,,,"gut black, items 9 and 11 are different genus of hyperiidea",
HB1907,2,MWT6,68,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7579,61,n/a,75,8.133,0.6762,0.2752,Y,N,Y,Y,,,,,,,,,?,Y,0.2399,F,F-W-E,Y,,,,
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,NA,DigCope,NA,NA,NA,7,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,1,DigCope,NA,NA,NA,NA,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,2,DigCope,NA,NA,NA,NA,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,3,DigCope,NA,NA,NA,NA,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,4,DigCope,NA,NA,NA,NA,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,5,DigCope,NA,NA,NA,NA,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,6,DigCope,NA,NA,NA,NA,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,7,DigCope,NA,NA,NA,NA,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,NA,Candacia,NA,NA,NA,1,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,69,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,,Y,8/30/2019,7580-81,57,n/a,63,2.3719,0.1131,n/a,N,Y,Y,Y,8,Candacia,NA,NA,NA,NA,8,07/08/2020,?,Y,0.0863,F,F-W-E,Y,only dissected the largest myctophid in this packet,,"gut black, all prey highly digested, 2 worm parasits found on gut",
HB1907,2,MWT6,70,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,,Y,8/30/2019,7582,?,n/a,600,47.6363,1.2415,n/a,N,Y,Y,Y,NA,Empty,NA,NA,NA,0,0,06/22/2020,?,? side note,,?,,Y,,,female gonads attached to gut. sarah's Android 20200622_132056. gut open/leaking upon removal from the vial.  gut black,
HB1907,2,MWT6,70,Serrivomeridae,Serrivomer beanii,Yes - visually PEC,,Y,8/30/2019,7582,?,n/a,600,47.6363,1.2415,n/a,N,Y,Y,Y,0,Empty,NA,NA,NA,na,0,06/22/2020,?,? side note,,?,,Y,,,female gonads attached to gut. sarah's Android 20200622_132056. gut open/leaking upon removal from the vial.  gut black,
HB1907,2,MWT6,71,Stomidae,Chauliodus sloani,Yes - visually PEC,,Y,8/30/2019,7583,226,n/a,246,39.0943,1.1164,n/a,N,Y,Y,Y,NA,Empty,NA,NA,NA,0,0,07/10/2020,N,Y,,M?,F-W-E,Y,Missing some gonads so didn't weigh.,"2 parasite worms outside of gut, gut white","gut white, broken into several pieces",
HB1907,2,MWT6,71,Stomidae,Chauliodus sloani,Yes - visually PEC,,Y,8/30/2019,7583,226,n/a,246,39.0943,1.1164,n/a,N,Y,Y,Y,0,Empty,NA,NA,NA,na,0,07/10/2020,N,Y,,M?,F-W-E,Y,Missing some gonads so didn't weigh.,"2 parasite worms outside of gut, gut white","gut white, broken into several pieces",
HB1907,2,MWT6,72,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7584-86,70,n/a,91,12.622,0.9392,0.5786,Y,N,Y,Y,,,,,,,,,Y,Y,0.4366,F,F-W-E,Y,,,,
HB1907,3,MWT7,73,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7587,59,n/a,73,7.596,n/a,n/a,N,N,Y,Y,,,,,,,,,?,?,,?,N/A,Y,"No guts or gonads to be found, broken ribs and body.",,,
HB1907,3,MWT7,74,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,8/30/2019,7588,55,n/a,69,5.2733,0.2468,0.1183,Y,N,Y,Y,,,,,,,,,?,Y,0.0982,M?,F-W-E,Y,,,,
HB1907,3,MWT7,75,Phosichthyidae,sp. A (Yarella sp. or Pollichthys mauli),,on the list to be barcoded,Y,9/21/2019,7632-3,41,n/a,51,0.4451,,,,,Y,Y,,,,,,,,,,,,,,Y,Didn't keep stomachs as specimens too small & stomachs compromised/damaged,,,
HB1907,3,MWT7,77,Phosichthyidae,sp. A (Yarella sp. or Pollichthys mauli),,,Y,9/21/2019,7634,n/a,n/a,~46,0.3306,,,,,Y,Y,,,,,,,,,,,,,,Y,Didn't keep stomachs as specimens too small & stomachs compromised/damaged,,,
HB1907,3,MWT7,76,Phosichthyidae,sp. A (Yarella sp. or Pollichthys mauli),,,Y,9/21/2019,7635,n/a,n/a,n/a,0.3802,,,,,Y,Y,,,,,,,,,,,,,,Y,Didn't keep stomachs as specimens too small & stomachs compromised/damaged,,,
HB1907,2,MWT5,78,Chiasmodontidae,Chiasmodon niger,Yes - visually PEC,,Y,9/21/2019,7636,106,111,130,9.2085,,,,,,N,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,2,MOC5 (NET 7),79,Bathylagidae,Bathylagichthys greyae,Yes - visually PEC,,Y,9/21/2019,7637,120,125,141,16.904,,,,,,,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,2,MWT6,80,Alepisauridae,Alepisaurus ferox,Yes - visually PEC,,Y,9/21/2019,7638,n/a,n/a,n/a,18.904,,,,,,N,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,3,MWT10,81,Howellidae,Howella brodiei,Yes - visually PEC,,Y,9/21/2019,7639-41,90,97,109,13.8273,,,,,,,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,3,MWT10,82,Howellidae,Howella brodiei,Yes - visually PEC,,Y,9/21/2019,7642,97,104,121,17.0188,,,,,,,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,3,MWT10,83,Howellidae,Howella brodiei,Yes - DNA,Howella brodiei,Y,9/21/2019,7643,94,100,114,16.7911,,,,,,Y,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,3,MWT11,84,Stomiidae,Malacosteus niger,Yes - visually PEC,,Y,9/21/2019,7644-5,201,n/a,n/a,67.1911,,,,,,Y,,,,,,,,,,,,F,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,3,MWT11,85,Stomiidae,Malacosteus niger,Yes - DNA,Malacosteus niger,Y,9/21/2019,7646-7,218,n/a,222,108.18,,,,,,Y,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,3,MWT11,86,Stomiidae,Photostomias guernei,Yes - DNA,Photostomias guernei,Y,9/21/2019,7648,93,n/a,n/a,3.1188,,,,,,Y,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,2,MWT6,87,Melanonidae,Melanonus zugmayeri,Yes - DNA,Melanonus zugmayeri,Y,9/21/2019,7649,131,n/a,n/a,11.4877,,,,,,Y,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,3,MWT11,88,Stomiidae,Malacosteus niger,Yes - visually PEC,,Y,9/21/2019,7650-3,n/a,n/a,n/a,26.3388,,,,,,Y,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,2,MWT5,89,Idiacanthidae,Idiacanthus fasciola,Yes - DNA,Idiacanthus fasciola,Y,9/21/2019,7654,215,n/a,n/a,1.8787,,,,,,Y,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,2,MWT5,90,Bathylagidae,Dolicholagus longirostris,Yes - DNA,Dolicholagus longirostris,Y,9/21/2019,7655,168,n/a,172,1.5193,,,,,,Y,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,2,MWT5,91,Bathylagidae,Dolicholagus longirostris,Yes - visually PEC,,Y,9/21/2019,7656,163,n/a,n/a,1.0674,,,,,,Y,,,,,,,,,,,,,,Y,All these samples were processed for heads (otoliths). Tissue samples and stomachs are not yet removed,,,
HB1907,3,MWT10,92,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,10/1/2019,7657-8,73,79,89,13.404,n/a,n/a,Y,N,Y,Y,,,,,,,,,?,Y,0.8755,F,F-W-E,Y,Very ripe gonads - photographed.,,,
HB1907,3,MWT10,93,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,10/1/2019,7659,60,n/a,n/a,10.3785,0.7593,n/a,Y,N,Y,Y,,,,,,,,,?,Y,0.4263,F,F-W-E,Y,Ripe gonads. Stomach contents too mushy to keep for morph ID.,,,
HB1907,3,MWT10,94,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,10/1/2019,7660,61,68,77,8.8561,0.953,n/a,N,Y,Y,Y,NA,Limacinoidea,NA,NA,NA,21,24,07/08/2020,fairly sure no,Y,0.4761,F,F-W-E,Y,Ripe gonads.  ,,"gut white, internal label added, fatty tissue around gut, claws possibly from shrimp or hyperiid in gut. ",
HB1907,3,MWT10,94,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,10/1/2019,7660,61,68,77,8.8561,0.953,n/a,N,Y,Y,Y,1,Limacinoidea,1.1,0.8,1.38,NA,24,07/08/2020,fairly sure no,Y,0.4761,F,F-W-E,Y,Ripe gonads.  ,,"gut white, internal label added, fatty tissue around gut, claws possibly from shrimp or hyperiid in gut. ",
HB1907,3,MWT10,94,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,10/1/2019,7660,61,68,77,8.8561,0.953,n/a,N,Y,Y,Y,2,Limacinoidea,1.1,0.8,1.38,NA,24,07/08/2020,fairly sure no,Y,0.4761,F,F-W-E,Y,Ripe gonads.  ,,"gut white, internal label added, fatty tissue around gut, claws possibly from shrimp or hyperiid in gut. ",
HB1907,3,MWT10,94,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,10/1/2019,7660,61,68,77,8.8561,0.953,n/a,N,Y,Y,Y,3,Limacinoidea,1.2,0.8,1.50,NA,24,07/08/2020,fairly sure no,Y,0.4761,F,F-W-E,Y,Ripe gonads.  ,,"gut white, internal label added, fatty tissue around gut, claws possibly from shrimp or hyperiid in gut. ",
HB1907,3,MWT10,94,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,,Y,10/1/2019,7660,61,68,77,8.8561,0.953,n/a,N,Y,Y,Y,4,Limacinoidea,1,0.8,1.25,NA,24,07/08/2020,fairly sure no,Y,0.4761,F,F-W-E,Y,Ripe gonads.  ,,"gut white, internal label added, fatty tissue around gut, claws possibly from shrimp or hyperiid in gut. ",
